"","City","State","CityState"
"3129","Wytheville","VA","Wytheville, VA"
"3130","Tunbridge","VT","Tunbridge, VT"
"3131","South Sioux City","NE","South Sioux City, NE"
"3132","Parks","AZ","Parks, AZ"
"3133","Jeffersontown","KY","Jeffersontown, KY"
"3134","Davie","FL","Davie, FL"
"3135","New Boston","TX","New Boston, TX"
"3136","Tonalea","AZ","Tonalea, AZ"
"3137","Oxford","MS","Oxford, MS"
"3138","Blackwell","OK","Blackwell, OK"
"3139","Golden Hills","CA","Golden Hills, CA"
"3140","Auburn","ME","Auburn, ME"
"3141","Vicco","KY","Vicco, KY"
"3142","Inman","SC","Inman, SC"
"3143","Montgomery","NY","Montgomery, NY"
"3144","Carriere","MS","Carriere, MS"
"3145","Havre De Grace","MD","Havre De Grace, MD"
"3146","Davidsonville","MD","Davidsonville, MD"
"3147","Gorham","ME","Gorham, ME"
"3148","Winston","MO","Winston, MO"
"3149","Walnut Creek","CA","Walnut Creek, CA"
"3150","Ardsley","NY","Ardsley, NY"
"3151","Collierville","TN","Collierville, TN"
"3152","Escalon","CA","Escalon, CA"
"3153","Trinity","NC","Trinity, NC"
"3154","San Gabriel","CA","San Gabriel, CA"
"3155","Willowbrook","CA","Willowbrook, CA"
"3156","Braxton","MS","Braxton, MS"
"3157","Shirley","AR","Shirley, AR"
"3158","DeSoto","TX","DeSoto, TX"
"3159","Kingsport","TN","Kingsport, TN"
"3160","Bonnyman","KY","Bonnyman, KY"
"3161","Poteau","OK","Poteau, OK"
"3162","Como","TX","Como, TX"
"3163","Arpin","WI","Arpin, WI"
"3164","Rockville","MD","Rockville, MD"
"3165","Hueytown","AL","Hueytown, AL"
"3166","Toppenish","WA","Toppenish, WA"
"3167","Belmont","NH","Belmont, NH"
"3168","Mt. Pleasant","WI","Mt. Pleasant, WI"
"3169","Renton","WA","Renton, WA"
"3170","Friendly Hills","CO","Friendly Hills, CO"
"3171","Ashville","OH","Ashville, OH"
"3172","Phoenix","MD","Phoenix, MD"
"3173","Springfield","OH","Springfield, OH"
"3174","Seminole","TX","Seminole, TX"
"3175","Sugarcreek","OH","Sugarcreek, OH"
"3176","Timberville","VA","Timberville, VA"
"3177","Springfield","FL","Springfield, FL"
"3178","Hazel Green","KY","Hazel Green, KY"
"3179","Yucca Valley","CA","Yucca Valley, CA"
"3180","Elloree","SC","Elloree, SC"
"3181","Smyrna","TN","Smyrna, TN"
"3182","Pearl","MS","Pearl, MS"
"3183","Stroudsburg","PA","Stroudsburg, PA"
"3184","Linwood","PA","Linwood, PA"
"3185","Bacliff","TX","Bacliff, TX"
"3186","Lantana","TX","Lantana, TX"
"3187","Pontotoc","MS","Pontotoc, MS"
"3188","Clayton","NC","Clayton, NC"
"3189","Elyria","OH","Elyria, OH"
"3190","Gaylord","MI","Gaylord, MI"
"3191","Salem","IN","Salem, IN"
"3192","West Des Moines","IA","West Des Moines, IA"
"3193","Poulsbo","WA","Poulsbo, WA"
"3194","Mountain Grove","MO","Mountain Grove, MO"
"3195","Ruskin","FL","Ruskin, FL"
"3196","Rosedale","MD","Rosedale, MD"
"3197","Clay City","KY","Clay City, KY"
"3198","Adelanto","CA","Adelanto, CA"
"3199","Union","MS","Union, MS"
"3200","City of Orange","NJ","City of Orange, NJ"
"3201","Oak Ridge","NJ","Oak Ridge, NJ"
"3202","Porterdale","GA","Porterdale, GA"
"3203","Smithville","MO","Smithville, MO"
"3204","Memphis","IN","Memphis, IN"
"3205","Angleton","TX","Angleton, TX"
"3206","McAlester","OK","McAlester, OK"
"3207","Pemberton","NJ","Pemberton, NJ"
"3208","Wesson","MS","Wesson, MS"
"3209","Ranburne","AL","Ranburne, AL"
"3210","Robinson","TX","Robinson, TX"
"3211","Roaring Spring","PA","Roaring Spring, PA"
"3212","Bluffton","SC","Bluffton, SC"
"3213","Westwood","OH","Westwood, OH"
"3214","McKee","KY","McKee, KY"
"3215","Safety Harbor","FL","Safety Harbor, FL"
"3216","Hanceville","AL","Hanceville, AL"
"3217","Edray","WV","Edray, WV"
"3218","Rifle","CO","Rifle, CO"
"3219","Lowell","AR","Lowell, AR"
"3220","Glenshaw","PA","Glenshaw, PA"
"3221","Council Bluffs","IA","Council Bluffs, IA"
"3222","Martinsburg","MO","Martinsburg, MO"
"3223","Hephzibah","GA","Hephzibah, GA"
"3224","Ripley","MS","Ripley, MS"
"3225","Chetopa","KS","Chetopa, KS"
"3226","Ramseur","NC","Ramseur, NC"
"3227","Honea Path","SC","Honea Path, SC"
"3228","Springville","IN","Springville, IN"
"3229","Stanton","CA","Stanton, CA"
"3230","Nicholasville","KY","Nicholasville, KY"
"3231","North Aurora","IL","North Aurora, IL"
"3232","Clinton","AR","Clinton, AR"
"3233","Glennville","GA","Glennville, GA"
"3234","Dale","IN","Dale, IN"
"3235","Overland","MO","Overland, MO"
"3236","Salina","KS","Salina, KS"
"3237","Gordo","AL","Gordo, AL"
"3238","Tolleson","AZ","Tolleson, AZ"
"3239","Clayton","MO","Clayton, MO"
"3240","Caldwell","ID","Caldwell, ID"
"3241","Sapulpa","OK","Sapulpa, OK"
"3242","Kaukauna","WI","Kaukauna, WI"
"3243","Convoy","OH","Convoy, OH"
"3244","Glendora","CA","Glendora, CA"
"3245","Etoile","TX","Etoile, TX"
"3246","Richfield","MN","Richfield, MN"
"3247","Aberdeen","WA","Aberdeen, WA"
"3248","Wellington","UT","Wellington, UT"
"3249","Loyal","WI","Loyal, WI"
"3250","Brackettville","TX","Brackettville, TX"
"3251","Plainview","TX","Plainview, TX"
"3252","Ooltewah","TN","Ooltewah, TN"
"3253","Sanger","TX","Sanger, TX"
"3254","Staunton","IL","Staunton, IL"
"3255","Oceanside","NY","Oceanside, NY"
"3256","Shannon","MS","Shannon, MS"
"3257","Soddy-Daisy","TN","Soddy-Daisy, TN"
"3258","Ada","OK","Ada, OK"
"3259","Hartsville","SC","Hartsville, SC"
"3260","Richlands","NC","Richlands, NC"
"3261","Lacombe","LA","Lacombe, LA"
"3262","La Habra","CA","La Habra, CA"
"3263","Leesville","SC","Leesville, SC"
"3264","Monument","CO","Monument, CO"
"3265","Mountain View","MO","Mountain View, MO"
"3266","Drennen","WV","Drennen, WV"
"3267","Elkton","KY","Elkton, KY"
"3268","Palos Hills","IL","Palos Hills, IL"
"3269","Newman Lake","WA","Newman Lake, WA"
"3270","Maryland Heights","MO","Maryland Heights, MO"
"3271","Herald","CA","Herald, CA"
"3272","Kountze","TX","Kountze, TX"
"3273","Rutland","VT","Rutland, VT"
"3274","Layton","UT","Layton, UT"
"3275","Deer Island","OR","Deer Island, OR"
"3276","High Point","NC","High Point, NC"
"3277","Ethel","LA","Ethel, LA"
"3278","Wendell","ID","Wendell, ID"
"3279","Jamestown","NC","Jamestown, NC"
"3280","Sherman Oaks","CA","Sherman Oaks, CA"
"3281","Warren","AR","Warren, AR"
"3282","Oakridge","OR","Oakridge, OR"
"3283","Fayette","MS","Fayette, MS"
"3284","Farmingdale","NJ","Farmingdale, NJ"
"3285","White Pigeon","MI","White Pigeon, MI"
"3286","Easley","SC","Easley, SC"
"3287","Tillmans Corner","AL","Tillmans Corner, AL"
"3288","Huntington","IN","Huntington, IN"
"3289","Albany","OR","Albany, OR"
"3290","Grove","OK","Grove, OK"
"3291","Boyne Falls","MI","Boyne Falls, MI"
"3292","Madison","AL","Madison, AL"
"3293","Ona","WV","Ona, WV"
"3294","Bascom","FL","Bascom, FL"
"3295","Pearson","GA","Pearson, GA"
"3296","Union Park","FL","Union Park, FL"
"3297","Alma","KY","Alma, KY"
"3298","Parkland","WA","Parkland, WA"
"3299","Two Rivers","WI","Two Rivers, WI"
"3300","Sunland Park","NM","Sunland Park, NM"
"3301","La Monte","MO","La Monte, MO"
"3302","Conyers","GA","Conyers, GA"
"3303","Wadsworth","OH","Wadsworth, OH"
"3304","Pensacola Beach","FL","Pensacola Beach, FL"
"3305","Cedar City","UT","Cedar City, UT"
"3306","Yukon","OK","Yukon, OK"
"3307","Kapolei","HI","Kapolei, HI"
"3308","Westborough","MA","Westborough, MA"
"3309","Carrollton","OH","Carrollton, OH"
"3310","Mesa","WA","Mesa, WA"
"3311","Randolph","MO","Randolph, MO"
"3312","Morongo Valley","CA","Morongo Valley, CA"
"3313","Kewaunee","WI","Kewaunee, WI"
"3314","Preston","ID","Preston, ID"
"3315","Dahlonega","GA","Dahlonega, GA"
"3316","Elizabethtown","NC","Elizabethtown, NC"
"3317","Caledonia","MI","Caledonia, MI"
"3318","Hollywood","CA","Hollywood, CA"
"3319","Enumclaw","WA","Enumclaw, WA"
"3320","Parkton","MD","Parkton, MD"
"3321","Porter Township","PA","Porter Township, PA"
"3322","Bloomfield","CA","Bloomfield, CA"
"3323","South West Township","MO","South West Township, MO"
"3324","Eatonville","WA","Eatonville, WA"
"3325","Lewes","DE","Lewes, DE"
"3326","Morrow","GA","Morrow, GA"
"3327","Secaucus","NJ","Secaucus, NJ"
"3328","Warrior Run","PA","Warrior Run, PA"
"3329","Avon","CO","Avon, CO"
"3330","Marshall","TX","Marshall, TX"
"3331","Bentonville","AR","Bentonville, AR"
"3332","Nokomis","FL","Nokomis, FL"
"3333","Independence","LA","Independence, LA"
"3334","Andrews","SC","Andrews, SC"
"3335","Elkland","PA","Elkland, PA"
"3336","Arietta","NY","Arietta, NY"
"3337","Semmes","AL","Semmes, AL"
"3338","New Cordell","OK","New Cordell, OK"
"3339","Brentwood","NY","Brentwood, NY"
"3340","Davis","CA","Davis, CA"
"3341","Umatilla","FL","Umatilla, FL"
"3342","Lynn","IN","Lynn, IN"
"3343","Huntington","UT","Huntington, UT"
"3344","Ithaca","NY","Ithaca, NY"
"3345","South Ogden","UT","South Ogden, UT"
"3346","Limerick","ME","Limerick, ME"
"3347","Lancaster","OH","Lancaster, OH"
"3348","Clearlake Oaks","CA","Clearlake Oaks, CA"
"3349","Juneau","AK","Juneau, AK"
"3350","Byhalia","MS","Byhalia, MS"
"3351","Lafayette","IN","Lafayette, IN"
"3352","Fulton","MO","Fulton, MO"
"3353","Memphis","AR","Memphis, AR"
"3354","Chesterfield","MO","Chesterfield, MO"
"3355","Blue Mountain","MS","Blue Mountain, MS"
"3356","Cross Lanes","WV","Cross Lanes, WV"
